seg_id,time_to_failure
seg_08b136,7.496945155241161
seg_08f441,4.436885729932121
seg_08fd5b,3.5498281000557
seg_091c9d,8.944721964227394
seg_093a0a,7.653589496111105
seg_0968f1,6.887245536513034
seg_0981f3,2.2675049481259775
seg_09dd59,6.8950008316880345
seg_09ed4e,9.305448726642995
seg_09f0ff,4.801289363701181
seg_0a0fbb,9.318575564143869
seg_0a1bd0,4.685587360485062
seg_0a42ba,8.480048446251061
seg_0a45a1,3.779253492978839
seg_0a97c4,5.358455801893296
seg_0aa0fb,6.683851715506304
seg_0b07c7,5.6865342490662085
seg_0b082e,6.94181829461648
seg_0b32f7,3.027460089209163
seg_0b3b94,5.703960372393643
seg_0b48c4,3.4754393532337495
seg_0b4b24,4.3040764532364335
seg_0b54ac,3.7101931184734105
seg_0b76f5,9.376857530869307
seg_0b9ad8,7.19751991156254
seg_0b9ba3,9.066974727115278
seg_0ba210,9.547742197582526
seg_0ba585,5.187768654066659
seg_0bb5fd,4.38757113805213
seg_0bc877,2.1318109126369142
seg_0be6ee,2.4058469379997875
seg_0c12cc,7.712426333960794
seg_0c1d3a,3.3469792835971335
seg_0c247b,5.973119276925153
seg_0c3943,2.560999807569387
seg_0c4e31,1.727871998994519
seg_0c74cf,2.8668573342670727
seg_0c8502,8.202397738387237
seg_0c89ce,6.139295515737609
seg_0c9aa8,8.659327163674208
seg_0cb81b,2.7491411307290683
seg_0cca14,4.490083721348703
seg_0cdcc8,2.315267381782212
seg_0cf651,2.9009999549496475
seg_0d0250,4.005503004071635
seg_0d04b9,5.295526999048973
seg_0d13a7,4.305843921946502
seg_0d434c,8.132722208443287
seg_0d540e,2.6722383931508578
seg_0d663a,8.156138219645813
seg_0d6d68,5.30883509810655
seg_0d762e,6.678360111633259
seg_0d833c,7.238843257846915
seg_0dae4b,3.7093102862341247
seg_0dc38f,2.4037463795279703
seg_0dcc40,5.950404206083673
seg_0df469,4.455404709094
seg_0df75c,8.562037156515728
seg_0dfe8c,3.6735578608173043
seg_0e1370,1.8258284837285506
seg_0e1fbe,4.829150938956869
seg_0e3739,4.87417637533059
seg_0e3d44,2.5128011677799664
seg_0e3ed2,2.0527381330748087
seg_0e4833,9.457229593277734
seg_0e7cc5,6.765823010485761
seg_0e8b79,8.86516039154269
seg_0e9987,5.290328999711661
seg_0e9bb3,6.942997907598828
seg_0eb333,1.9531230625057758
seg_0ebfd9,4.817892823315157
seg_0f565c,4.8419892049645314
seg_0f74a3,6.183317968479714
seg_0f8961,7.7691604493273205
seg_0fc67a,8.358058072868426
seg_0fca83,4.108819938862357
seg_0fd3ff,2.5816736935894307
seg_1010ad,7.744272490580924
seg_103b32,3.8395850614805327
seg_105cd9,4.273982338307212
seg_1084af,6.156979471684732
seg_10a595,4.519815059868159
seg_10c09d,8.337895710085894
seg_10f3a6,4.425262986968792
seg_112b81,6.530168720032161
seg_1144bc,9.200322769536278
seg_114b79,5.4466860748571815
seg_115617,2.5017372234737874
seg_115a92,4.319074123926489
seg_11647f,4.397445913981156
seg_117278,5.115441788165489
seg_117ff4,4.30692004572985
seg_11860f,4.345208474394022
seg_1201e8,4.733625030676529
seg_121446,7.5809931175182
seg_121cba,3.0494114686724294
seg_122ba9,4.408511811690164
seg_123dd4,7.345224349717456
seg_12ac20,9.36350100222437
seg_12b9ba,6.223956787575687
seg_12ee6e,3.3193135808554293
seg_130e17,2.5585447790888964
seg_13468a,4.9670560543926126
seg_136285,5.352070937117436
seg_136695,7.314169430706435
seg_137f8a,7.999498964252277
seg_138807,5.103043365834908
seg_13c2f0,4.831564721852809
seg_13e25f,6.819346097222747
seg_140bc5,2.8680588988241325
seg_141f34,9.33151881487511
seg_146926,9.28892783253811
seg_148698,7.389991212960448
seg_14ad27,2.0172360307363664
seg_14c054,8.02944543549581
seg_14c371,7.4850112069068295
seg_14c435,4.241238355635426
seg_14c89d,5.404038056955775
seg_14c8ce,7.460281733969031
seg_14d1d3,5.383379982113301
seg_14f5f0,7.042979914066545
seg_151368,7.104375859914121
seg_151d92,2.400877040501213
seg_153d6a,8.953600295409192
seg_154361,7.42889053414311
seg_1562cb,7.75583555745661
seg_158691,3.893246111248436
seg_158764,6.27914290801862
seg_15adff,4.4771525228959135
seg_15bf25,7.196543560386176
seg_15c9f9,2.5430309915058964
seg_161aeb,7.830511669515811
seg_161f5f,3.016852322217814
seg_162fc4,6.340982039551068
seg_16566c,4.54442183757847
seg_166f70,8.589349514506099
seg_168d1c,6.426115473504482
seg_16a270,6.63729677936037
seg_16c3a7,4.740249205840364
seg_17067e,4.048443697927425
seg_170684,8.25700070904013
seg_170a0c,8.427564271562405
seg_176542,7.035219911627204
seg_17799c,6.684204245162932
seg_179d90,8.221550567991718
seg_17adc0,4.005525214402359
seg_17d1ff,4.746914400515201
seg_17e596,7.234839457645068
seg_180481,4.339281959707488
seg_18096a,6.429358201020769
seg_1815fe,8.860272032166408
seg_1827c5,8.524695480672037
seg_184222,4.874904657155551
seg_185ad6,8.216853870498458
seg_18d1d0,3.945738235459774
seg_18d307,1.786321198299115
seg_18f633,1.5438687389902215
seg_18f853,5.489996959690587
seg_18fb65,2.6424157564879662
seg_193404,9.025340096721006
seg_19515c,5.164155202585548
seg_195eda,5.355479957136691
seg_1969c8,6.882010587508715
seg_19b08e,4.342085121537414
seg_19b9dd,6.448045938606862
seg_19e1ff,6.30244310348842
seg_19ec5c,9.38459154790888
seg_1a0e94,9.073714296423779
seg_1a0eca,4.796872578917316
seg_1a671a,4.572091237338518
seg_1a791c,4.892375970229075
seg_1a8e06,2.564682556687314
seg_1a8f0d,3.659818032647293
seg_1a8f2c,6.534389328077719
seg_1abcaf,2.381734455442404
seg_1ac9e2,4.845692375092911
seg_1ae362,6.762485236963452
seg_1afa29,2.9316231890756925
seg_1b08a4,4.489437399440771
seg_1b1ad8,4.306100287396697
seg_1b2298,7.443771744682976
seg_1b78af,5.0982652108592665
seg_1baf33,4.398841745073908
seg_1bd38e,8.786814220015426
seg_1bf7b3,2.8504908170010013
seg_1c401b,7.492741155858878
seg_1c4c5b,5.322172566701079
seg_1c4e72,5.134050368137111
seg_1c849d,4.647694569939302
seg_1c904f,2.462785930125009
seg_1c929e,4.602020582369517
seg_1cb942,7.4522194472094725
seg_1cd352,5.507969310967709
seg_1cf1b5,4.496053455247909
seg_1d044c,3.700051265624581
seg_1d11e5,4.318295430992489
seg_1d596d,4.776748454724741
seg_1d980f,4.175580622510499
seg_1da819,3.8805703784258037
seg_1db443,6.016165748788257
seg_1db8e8,8.567024038691748
seg_1dec9c,8.694018240898684
seg_1e0523,3.515161726071515
seg_1e0b82,7.134606659734566
seg_1e572b,7.884401864594648
seg_1e617a,4.105196673887501
seg_1e61d6,2.379253904217187
seg_1e677e,4.991121349050577
seg_1eae76,5.505023253582737
seg_1ebe6b,3.5300683370875783
seg_1ece48,4.6417669036387394
seg_1eeb8f,3.0204275985126685
seg_1ef708,2.1991541631282425
seg_1f1e60,8.04245534954072
seg_1f3d44,6.386100555905408
seg_1f3ede,3.8648354742317106
seg_1f5240,3.748751626687181
seg_1f7cf8,2.6697858816050988
seg_1f9aed,5.414338480535586
seg_1fa983,2.9920008255120996
seg_1fc7ab,5.748350612057955
seg_1fe311,8.36736304704185
seg_2005a7,5.190478215338345
seg_2018c8,8.798861318449442
seg_204dc6,2.1638716152082287
seg_208ba5,3.14005444187654
seg_2099f4,5.104744429971479
seg_20a990,4.392661009695841
seg_20b8d0,4.192376620792399
seg_20cbac,4.967915166253391
seg_20cc25,1.5717708303606952
seg_20d9de,8.898843784368378
seg_20e9ad,5.29843194149616
seg_210388,5.324213589142105
seg_211299,5.852227049502648
seg_211486,8.578584593298919
seg_214492,4.376029412565921
seg_217eed,3.6888479095450935
seg_218049,3.6821759889760326
seg_21eebb,4.891671856591243
seg_21faa9,9.344371367708517
seg_222c5f,2.1143316180321445
seg_225320,9.349453002018185
seg_226e60,7.891103389718672
seg_229eda,5.883207185533271
seg_22e509,4.654189302046559
seg_2313d1,5.207197897873347
seg_232559,8.259985948118146
seg_23323e,3.485756248803709
seg_2367fb,7.85281727354022
seg_238242,7.475046057277663
seg_2383c2,6.02300045597318
seg_2396a2,2.102750413616715
seg_23b123,8.9070500657394
seg_23bdf9,5.9661456414826946
seg_23c947,1.5691106021211503
seg_23efb0,5.6158878222884345
seg_23f823,4.169672258346143
seg_23fe27,7.208727877891687
seg_241266,3.912894740794657
seg_24157a,6.126020787781351
seg_24458d,4.420622289053128
seg_2465ce,5.853630390129583
seg_247262,5.294144215810432
seg_24ba8d,5.162521830944578
seg_24c078,5.958927431683433
seg_24c1c9,4.683771026137089
seg_24e071,4.038240516541043
seg_24f338,2.5483693822705593
seg_257b8a,6.396598033061005
seg_2597af,5.144640503314889
seg_259c63,4.959128667076445
seg_259d65,4.313975814892643
seg_259dd3,8.78922675408067
seg_25aa9f,8.80241029041397
seg_25ab3f,3.208890027968484
seg_25b38a,7.705034136168723
seg_25c8dc,5.874772129459054
seg_25cca7,7.18166314789886
seg_25e76d,2.4016525638163264
seg_26049e,8.262969008539296
seg_263deb,4.2702734472354
seg_263fb3,2.3763345724108627
seg_2642d0,4.947356789346823
seg_2642d4,6.416025588613005
seg_264c7d,6.874143723155441
seg_266805,4.755216033349985
seg_266c6e,4.462603798015336
seg_266d4e,4.6390112377248505
seg_268249,5.570113120292089
seg_268625,4.476448128268434
seg_268956,4.645103785562354
seg_26a2a0,1.540993704817011
seg_26cba3,4.858994896198259
seg_26edaa,9.07334390031903
seg_2700bd,4.92815512074009
seg_272a47,1.176034489486788
seg_274a1a,6.201246579503109
seg_2774c4,7.584759199503502
seg_279725,8.966914437305178
seg_27a282,3.6285134670960932
seg_27b7c8,7.4613066317251695
seg_27db4d,6.958286673413066
seg_27de37,6.202752336924119
seg_27f532,7.97801947703042
seg_27ff17,5.496516694700481
seg_280863,4.103280442059809
seg_280e3b,3.706277813703668
seg_284223,5.353069139882199
seg_284923,9.399663729395678
seg_287e60,2.607816855482624
seg_287fef,2.1517960335984627
seg_288001,5.090020494494466
seg_2883ec,8.176654353483256
seg_289d99,1.8591683005793178
seg_28fc32,6.286876661986551
seg_29022f,3.043850572174098
seg_2916e3,8.35604509408924
seg_293dbf,4.056123924161128
seg_293dc2,2.612147921423605
seg_29475f,3.2010465931985967
seg_295b1c,8.061572602650934
seg_2977cd,5.123106012206963
seg_29a073,5.26043751336829
seg_29acb7,4.867636681977405
seg_29c772,5.543378854106617
seg_29c906,5.065511634956406
seg_29d497,5.072643960294769
seg_29d4c6,8.773312254127353
seg_29e799,4.912300741672104
seg_2a0ace,9.070474141057307
seg_2a0afc,4.385333970402253
seg_2a0dc0,8.177857956037904
seg_2a2f1e,6.085267623707334
seg_2a4551,6.424710307171585
seg_2a6343,7.767493960855913
seg_2a8351,2.2977975506921426
seg_2aa101,1.9144588651286978
seg_2abd33,4.041878798767205
seg_2b2cb3,6.417195722555909
seg_2b372b,3.245316662580578
seg_2b4959,5.28672222010377
seg_2b6d52,8.306994296830556
seg_2ba79a,2.068909469743172
seg_2bcbde,8.800184940184625
seg_2be983,9.14386230585791
seg_2bf5be,8.459062767688447
seg_2bf9dd,7.806978026483898
seg_2c3203,2.658367438816803
seg_2c5e9f,6.717061699426025
seg_2c6011,4.129273617906143
seg_2c69e4,7.259160157475346
seg_2c762c,6.5084546169926085
seg_2cac57,8.041242686093277
seg_2cadc0,5.9618793334972455
seg_2cdbe3,4.435266810458015
seg_2d3828,5.6297019240818
seg_2d402d,2.068489790480491
seg_2d427f,1.8114623413395572
seg_2d5544,4.884945897912589
seg_2d7cc4,4.416127317328211
seg_2d92f0,9.490643074288213
seg_2db7dc,4.143753982009911
seg_2dc6ff,1.3622373304708038
seg_2dccec,4.966258154121247
seg_2dcd3a,3.5801172081584887
seg_2dcd84,7.770178190660621
seg_2dfb91,3.8417404909775508
seg_2e2372,6.963952666762405
seg_2e50fb,4.469361173399464
seg_2e64af,4.880219925656437
seg_2e71dd,2.8341290824243184
seg_2e88dd,6.060749789606945
seg_2e917f,5.5427160929471135
seg_2e9a47,6.881178330263252
seg_2ea616,3.503777415185935
seg_2eccb9,2.0117199990187227
seg_2ece02,5.12417562116033
seg_2ed79b,4.875946306925331
seg_2eddf6,7.98152872782943
seg_2ee95c,9.273663751721154
seg_2efd5c,7.806887449464583
seg_2f1664,6.6679874697960795
seg_2f4f14,3.6542375742742177
seg_2f5695,4.901111742397502
seg_2f60db,8.828014923458241
seg_2f86cd,1.604625068829426
seg_2f8e19,7.0168238515960395
seg_2f8f6d,8.869160246243839
seg_2f9336,6.086913967067309
seg_2f9581,4.7085127652909975
seg_2fb672,7.794258817230667
seg_2fe382,5.119149019588816
seg_301c1e,6.888261990635525
seg_30207d,8.655504278569335
seg_304581,4.931414053558991
seg_304b87,3.7373338940851917
seg_304df5,8.288097115093686
seg_30501b,8.705120211057752
seg_3065ba,4.930522798823877
seg_30661b,4.974159513600579
seg_306756,8.069610278365015
seg_30ad2a,2.481128175527841
seg_30b043,3.0204674313638034
seg_30da11,4.065467305330288
seg_30fd84,8.981584322273292
seg_310230,3.262240489778201
seg_31064b,1.886340139156313
seg_311499,2.212123639326473
seg_311b5e,1.8535043446131667
seg_3128e6,4.9291458145443485
seg_3151ff,5.481780597814649
seg_31631c,6.383447180228059
seg_316f86,3.8821865322635056
seg_318135,1.7867267836838965
seg_31a51f,4.162393063143565
seg_31a6cd,3.7859789296226705
seg_31b808,5.923330186268444
seg_31c0f4,8.896747665252814
seg_31d763,4.683409458499767
seg_31d7bf,2.2544040812127806
seg_31d810,7.042679123942523
seg_31ddc5,7.811700338838487
seg_3234ca,4.591423411420908
seg_324447,6.473567406429419
seg_324537,5.063481486495016
seg_325790,4.6483052210425315
seg_326eb7,5.12110691331873
seg_327ed4,3.862715150777738
seg_32906d,2.446147219345331
seg_32ad0f,8.907721342791886
seg_32c904,8.314038294881401
seg_32d747,5.106189941436741
seg_32e763,4.342090002183406
seg_32f3a9,5.524690731781906
seg_32f6df,5.42416175250502
seg_32f72d,4.7560189933496675
seg_32fc4e,9.061342607038563
seg_330579,4.780131891560737
seg_3319b5,8.359708071559563
seg_331f2b,8.142499616247916
seg_3340b9,4.814329213810219
seg_335170,2.0248006431597902
seg_337b8c,4.900120331472614
seg_339f80,6.090236587874871
seg_33c30d,2.9563361907062222
seg_342ce6,8.55625210250457
seg_343571,6.7787607394698
seg_3452b2,4.890220517573496
seg_34a2b8,4.050405539315901
seg_34a8f7,9.39490874472817
seg_34abd2,1.9102303082385979
seg_34ef79,3.962194248374945
seg_3506d6,4.377755317643775
seg_35269b,9.003769997744563
seg_355717,3.0099939958160147
seg_355d19,8.553256455185023
seg_35a2d7,9.08757832388683
seg_35b009,4.863558774481463
seg_35b753,5.159693123007963
seg_35ba8f,8.85392438694185
seg_35c587,4.722158900271394
seg_35dd45,9.322039328750847
seg_35ee83,5.010273486969051
seg_36147d,4.420424278483431
seg_361f5a,8.784073009479968
seg_3631ec,4.799575630719012
seg_3661de,9.395367305781882
seg_369570,4.623029728329625
seg_36b77f,9.084346376967286
seg_36e32d,8.152948038870221
seg_3706be,7.016445470841418
seg_373a04,6.591358313317592
seg_373ba6,4.6518116185366525
seg_37608b,4.621866300353391
seg_3761d0,3.704083973342163
seg_37669c,3.046687808613595
seg_376908,3.1514463271099253
seg_377134,4.9354374373001875
seg_3788c5,8.590246497916
seg_37bf85,1.8973920475192878
seg_37f3fb,4.651337552680272
seg_38001b,2.4427732923479266
seg_383b6b,5.262963561040998
seg_383f2e,7.301284092972166
seg_3865bc,3.975833241989921
seg_3878d0,4.373988274001598
seg_389906,6.4649669011702695
seg_38ad16,9.25230512591496
seg_38ee24,5.623181157834148
seg_392019,5.09510835233037
seg_39300d,2.9611986089611353
seg_395e0e,8.837084720575037
seg_397983,6.721280913209036
seg_397dc9,8.37849885478671
seg_398a25,5.205262860097925
seg_39a886,5.351923898040746
seg_39ad50,1.5242982475985896
seg_3a1600,4.453010022554665
seg_3a22ac,3.9459798289597847
seg_3a80c5,5.979279825274448
seg_3a8a76,2.277426547240858
seg_3aca44,3.6401745996181285
seg_3adb1a,3.62002103843366
seg_3ae4d9,2.4168868204551828
seg_3af649,5.641344192683138
seg_3b2013,2.4346617761877885
seg_3b30fd,8.414648062181113
seg_3b4414,3.697654175099193
seg_3b7175,4.956494745199303
seg_3b7724,8.52176996703183
seg_3b95d2,9.156459233761991
seg_3b95dc,4.471779320943102
seg_3ba485,9.230553684649976
seg_3bb90a,4.672156273748136
seg_3bc9ed,5.124466483019794
seg_3bd97e,9.035034446646947
seg_3bf9ac,2.24088520980294
seg_3bfcf6,4.417153639607726
seg_3c3ddf,2.5265258529970085
seg_3c4106,2.5629854362478346
seg_3c64fb,6.387604711176674
seg_3c8545,2.428696857036653
seg_3cba49,6.079130296131984
seg_3cbccf,4.816395625651271
seg_3ce740,8.72439263395755
seg_3cfb73,8.506390939210961
seg_3d059a,3.854625161329194
seg_3d06cc,5.211429075869456
seg_3d19fc,4.259131314071291
seg_3d1cb3,4.464873009827477
seg_3d1f2e,4.963876335981562
seg_3d581c,1.8264831747950638
seg_3d6aac,6.409492986794915
seg_3d6e79,5.623797307192963
seg_3d9aa0,3.7412565891065954
seg_3db0a8,2.5586092426348865
seg_3e00cd,9.352336525291646
seg_3e55d5,4.668979650548635
seg_3e87b4,2.9354305179198903
seg_3ec967,4.782908476794483
seg_3edf51,4.521274633277977
seg_3f2086,9.074879116239801
seg_3f3689,3.023320124902685
seg_3f3983,6.71354963110927
seg_3f5be6,4.939808179169988
seg_3f80ef,5.200698271899565
seg_3f99c8,2.019856812481856
seg_3fb24b,4.109836214451565
seg_3fc7ca,8.748130235833063
seg_3fdae0,6.183780760596085
seg_407b2b,5.890317631612695
seg_40b3aa,1.729133808950834
seg_40f810,4.518540540239036
seg_411225,4.410407595216506
seg_414d0f,5.89014742691004
seg_4185b3,5.177720414052581
seg_419531,6.748416657793755
seg_419b2a,8.18446433444634
seg_41a267,8.108895292081614
seg_41aadc,5.097253746497131
seg_41ab7e,7.588463331012471
seg_41be18,7.570226457469826
seg_41be7d,6.1555120577082825
seg_41f45e,6.50830308081931
seg_420bcc,4.835203939152803
seg_420d4e,6.518646827957251
seg_421a96,5.124486156054008
seg_421da1,7.346876392029226
seg_423ebe,5.151751276866041
seg_425462,4.769209923316581
seg_42648c,3.0903662669931964
seg_4280d9,9.154854948412995
seg_428d66,4.259376147231297
seg_42c4c9,4.770955302308948
seg_42e7e8,5.0987703414916385
seg_42ff14,8.052908691819253
seg_430e66,6.46117080352265
seg_43383f,4.393440012101902
seg_434c96,3.0098146797703014
seg_43597f,4.394207250713771
seg_43c6f4,7.830802862591215
seg_440106,8.971915844890237
seg_4401d8,6.526246157050798
seg_441c6d,7.775463147151752
seg_4435bd,4.4670615493510075
seg_447972,2.8745305270885155
seg_447b8b,9.095001643518108
seg_447cb3,8.402310721624163
seg_44d3ca,2.9670625471935366
seg_455b16,3.7968454432429994
seg_456149,8.687080120993024
seg_457234,9.42397244879928
seg_45838b,5.476409820311254
seg_4587bb,7.097923752973004
seg_45a8a9,2.280754282972451
seg_45b051,1.8998658142103895
seg_45e062,8.043412116541548
seg_45e4ed,4.381052816631707
seg_45e7ad,2.1365227822623085
seg_46012e,8.385417075698063
seg_460436,7.094849927860944
seg_461ab5,4.314266393537915
seg_461b63,5.129163078820663
seg_462c1d,6.938740717310575
seg_464839,5.976596351323408
seg_468bc9,9.078828049663072
seg_468fdb,3.452553315528938
seg_46a42b,3.88157758645905
seg_46b84d,7.128687406722362
seg_46c6d3,7.9838414879198565
seg_46dd7c,4.596041852255997
seg_4729a7,3.8841884130991766
seg_4743ab,7.743683913010669
seg_4743fa,9.420729189752388
seg_476700,4.5502460268586375
seg_476bdb,2.7140549933217364
seg_477c83,3.728710305892028
seg_478327,6.066878676959572
seg_47a48f,7.93832991355695
seg_47d374,3.1739786432544683
seg_47fed6,7.398644508357193
seg_482745,5.308574390614803
seg_4848e3,4.406304777560923
seg_484901,4.713246102572168
seg_486973,4.74179512634553
seg_48a4b3,7.272021513129723
seg_48a80c,3.654146300244755
seg_48b545,7.1096261250160415
seg_48feba,4.776213672944994
seg_490092,8.807676029846126
seg_490d6e,6.3357076008020465
seg_492dc6,4.737712443869286
seg_49322d,6.492287442892812
seg_49336f,4.239781542341618
seg_495573,9.058161579616922
seg_496d07,2.869688658112083
seg_496dad,2.435513177734686
seg_49b0cb,8.860670295098814
seg_49d84b,5.9961402774488315
seg_49fdf0,8.692066888230421
seg_4a2525,8.165144822875819
seg_4a6096,1.9585940519819203
seg_4a719c,3.6188031871817214
seg_4a91a9,4.606428515763889
seg_4a9e6b,6.773739781379988
seg_4a9e8d,8.185304296169743
seg_4ab7bf,9.06400509269006
seg_4abc29,3.4182977959748992
seg_4acc4b,4.042552689402065
seg_4ad5a2,6.005637764220788
seg_4ad674,4.9626174259711355
seg_4adeda,8.719563069673946
seg_4ae37c,6.505558924381209
seg_4ae712,9.19948587212019
seg_4b0839,1.9300683001118344
seg_4b4c91,7.470774977529197
seg_4b4ffb,4.623782043703527
seg_4b8044,4.854196676803367
seg_4b953a,3.924454596300391
seg_4ba3d1,7.046840812747188
seg_4c067a,5.114547145401395
seg_4c12b2,3.7502105097460743
seg_4c18e2,2.053831588964292
seg_4c3a2b,7.363687545253417
seg_4c4995,5.19371846802841
seg_4c65e6,8.527433090756833
seg_4c8db6,8.157693514700817
seg_4ca6de,6.717998451033495
seg_4cb0d7,5.9154768572480405
seg_4cb9c6,4.727020530952661
seg_4ce234,6.407662550552726
seg_4d0008,5.114824759949719
seg_4d0041,7.561840963285247
seg_4d0c45,5.716484310595924
seg_4d18f4,2.8781672252584394
seg_4d2671,5.795760246955947
seg_4d53c2,9.353778784121237
seg_4d5a4a,4.328324060870584
seg_4d7c56,4.933092909751514
seg_4d8f0f,4.071258878210866
seg_4db886,8.544857101037136
seg_4db997,2.5793552488571363
seg_4dbbd1,6.438910503696104
seg_4ddddc,6.7049354971316895
seg_4dfa03,2.3021080915104566
seg_4e0c4a,9.137314451169141
seg_4e2c66,2.103919918390994
seg_4e3bd7,2.6802538641803486
seg_4e627b,5.251011236779397
seg_4e9646,7.463442124180835
seg_4ea3fa,5.110969666127441
seg_4ea81c,3.555700817411253
seg_4eb127,4.131284591647146
seg_4eeaef,2.8591628906798383
seg_4eef28,8.727121746072351
seg_4f48b4,1.9339068831527344
seg_4f5931,8.925591459505908
seg_4f76a2,4.820190827064232
seg_4f83a3,7.426202577744427
seg_4fa87d,8.519269616864753
seg_4fce5b,3.093013294297875
seg_4fd191,4.340767058132203
seg_500108,5.042056733592556
seg_5009d9,1.8709028720893626
seg_500c80,6.340811426259685
seg_502fab,7.784070361411864
seg_507065,3.89228947646001
seg_5090fa,6.774396752766692
seg_509d55,4.622363447062706
seg_50a667,4.2918133844719275
seg_50b048,6.007069394842861
seg_50e270,7.688482465234589
seg_511d25,7.886001562010637
seg_512b3e,8.840851694178623
seg_514543,4.923488817692317
seg_5147e1,5.098904779963982
seg_514b85,8.537181224416678
seg_5165a4,5.925339418089407
seg_517345,5.243859532585493
seg_517425,2.911269022756726
seg_51865e,3.7279679225441185
seg_518b1e,2.8500067095895587
seg_51b68c,8.339216218739733
seg_51f0a2,3.596418912712877
seg_51f6fd,5.241471639870114
seg_521a88,7.260034339434351
seg_523945,2.121213104920182
seg_524b39,5.28086172381477
seg_5254ce,7.9011683020923655
seg_5255c0,7.297704393493933
seg_52636c,2.2070910920219537
seg_529be4,5.062105706258119
seg_529c99,4.519845773417727
seg_52c139,9.177384137685728
seg_530a02,8.144750437735516
seg_53103b,2.425321375196827
seg_5311d1,2.932335280669556
seg_533613,8.228496247090662
seg_53498a,3.139654817810048
seg_53a557,4.693239727491692
seg_53a5fd,5.829735404809779
seg_53bdf5,8.30390171525809
seg_53caf1,7.318865751792772
seg_53d818,4.53157514293521
seg_53e645,5.625697985823656
seg_53fa13,4.6995901368650514
seg_5407b0,3.8124847150134333
seg_5445bc,4.453290542678276
seg_54490e,7.564528001495978
seg_545fda,7.995221060382939
seg_5467c8,8.22937135348969
seg_546864,7.028448620905537
seg_5470ca,5.4294656171451
seg_5495ca,3.5313228070180775
seg_54af0d,3.1385749396420595
seg_54b0ee,7.038712616187657
seg_54d0f3,2.067739303681381
seg_55239a,3.7290983806364744
seg_552b8e,9.257868060246254
seg_5559d9,1.928163058390945
seg_555f63,1.8797394632523097
seg_5597ed,4.570328283657073
seg_55a0c3,4.351556859170759
seg_55a9a4,6.321510087747305
seg_55b566,2.0649393910899283
seg_55d50b,2.5633775306277475
seg_561cf4,2.2220393060582175
seg_563059,6.270547981746904
seg_5639b3,5.072187848218957
seg_566efe,8.79649548618432
seg_56e3e7,8.946536815958227
seg_56e6f1,5.25852717817979
seg_56ebc7,3.6796301824698077
seg_570a20,4.301495261548383
seg_570d69,8.184998855143911
seg_572172,6.640643170578787
seg_5759c9,6.706952359460611
seg_5765b6,6.167700663574566
seg_578e84,8.462525729990908
seg_57908c,3.780236907802536
seg_57b6c0,5.292883912893079
